url,stars,text,date
https://www.yelp.de/biz/tantamar-kiel,5.0,"Heute nach Jahren mal wieder da gewesen - und es ist immer noch genauso gut wie vor sieben Jahren. Haben den Mittagstisch getestet. Die Mittagskarte ist mit Hauptgerichten zu meist knapp € 9,- gut bestückt. Die Menge ist gut bemessen, die Qualität sehr gut. Geschmacklich ist nichts auszusetzen, vor allem nicht bei diesem Preis.Das Schärfeskala-Konzept sollte man sich erklären lassen und ernst nehmen.Die Bedienung war sehr freundlich, geduldig und hübsch (nicht unwichtig!), außerdem war die Küche flexibel genug sogar noch kleine Änderungen an der Zusammensetzung vorzunehmen - obwohl der Laden brechend voll war.Was will man mehr; klare Empfehlung. Wir kommen definitiv wieder!",2016-12-29
https://www.yelp.de/biz/tantamar-kiel,5.0,"In Kürze: Rundum hervorragendes Essen, zackiger, freundlcher Service und ein vernünftiges Preis-Leistungs-Verhältnis. Das TanTamar ist hübsch eingerichtet und gemütlich. Auch draußen kann man sehr angenehm sitzen. Die Karte umfasst verschiedene Currys jeweils mit frischem Gemüse und nach Wahl Tofu / Hähnchen / Garnelen. Außerdem gibt es Pad Thai, das ich besonders liebe. Vorspeisen, Salate, Suppen und weitere Gerichte bieten eine ausgezeichnete Auswahl. Der gewünschte Schärfegrad wird erfragt. Ich bin mit 1 schon am Limit, aber ich bin da auch eine Memme. Die Beratung ist gut und die Küche macht einiges möglich. Die Inhaberin ist so freundlich und das Personal so zuvorkommend, dass man wirklich gut aufgehoben ist. Immer wieder gerne!",2016-07-28
https://www.yelp.de/biz/tantamar-kiel,5.0,Super leckere tolle Zutaten. Und sehr scharf ist auch sehr scharf... Unbedingt vorher reservieren.,2019-09-14
https://www.yelp.de/biz/tantamar-kiel,5.0,"Moin moin,endlich auch Urlaub für meine Frau. Einer langjährigen Tradition folgend ging es mal wieder zum Mittagstisch ins TanTamar, um den Urlaub einzuläuten.   Zum Zeitpunkt unseres Besuchs war der Außenbereich trotz leichtem Nieselregen aber aufgespannten Sonnenschirmen gut besucht. Das machte uns etwas nervös, sollte es im Inneren um 14.00 Uhr voll sein?Nein, es gab zwei freie Tische und somit war alles gut. Wir wurden wie immer nett begrüßt und erhielten recht flott die Karten für den Mittagstisch.Obwohl wir nun schon seit Jahren immer wieder kommen vergisst man doch immer wieder, was sich hinter den Begriffen Panäng Curry, Massaman Curry, Rotes Thai-Curry, Grünes Thai-Curry verbirgt. Also musste erst einmal unsere nette Kellnerin erneut ran und uns die Unterschiede erklären.  Wir bestellten 1x das Massaman Curry mit Gemüse (vegetarisch) für 7,90 Euro und 1x das Panäng Curry mit Hühnerfleisch für 8,30 Euro. Als Vorspeise entschieden wir uns einmal für die Frühlingsrolle und einmal für die Wan-Tan-Suppe.   Auch bei uns wurde für jedes Gericht der gewünschte Schärfegrad abgefragt. Dabei wurde erklärt, dass es vier Schärfegrade gibt. Schärfegrad eins = leicht scharf, Schärfegrad zwei =  europäisch scharf, Schärfegrad drei = asiatisch scharf, Schärfegrad vier = original thaischarf. Wir entschieden uns beide für Schärfegrad zwei. Dazu bestellten wir noch eine Cranberryschorle 0,2l für 2,20 Euro und ein großes Spezi 0,4l für 3,50 Euro.  Die Getränke folgten unmittelbar nach der Bestellung gut gekühlt und kurz darauf erhielten wir unsere Vorspeisen. Ich kann nicht beurteilen, ob die Frühlingsrolle hausgemacht war, da die Rolle sehr schlank ausfiel und mit mehreren Schnitten in 3 Teile getrennt worden war. Dazu gab es die allseits bekannte süßsaure rote Sauce, von der ich vermute, dass sie aus einer Flasche stammt und nicht hausgemacht ist. Meine Wan-Tan-Suppe war wie immer schön heiß. Es wurden drei Wan-Tans darin serviert und es war noch ein Teil bissfestes Gemüse in der schmackhaften Suppe.  Unsere beiden Currys waren wieder mal ein Träumchen. Oh man, Genuss pur. Die Portionen sind sehr, sehr gut. Das bietet auch nicht jeder Mittagstisch. Der Schärfegrad zwei ist sehr gut auszuhalten.  Fazit: wiedereinmal ein tolles Preis- / Leistungsverhältnis. Wir kommen nach wie vor gerne wieder. Eine volle und uneingeschränkte Empfehlung.",2016-12-08
https://www.yelp.de/biz/tantamar-kiel,4.0,"Reservierung unbedingt erforderlich!Endlich einen Platz ergattert, wurde auch schon die Karte gereicht. Die ist aufgeteilt in verschiedene Spezialitäten (Thailand, etc) und bietet für jeden etwas. Schärfe kann individuell abgestimmt werden (wird durch Personal erfragt). Das Essen war gut, hätte aber doch mehr gewürzt und wärmer sein können. Von der Größe der Portion gut, Personal freundlich. Das Lokal ist immer gut besucht, Klientel gemischt.",2016-02-23
https://www.yelp.de/biz/tantamar-kiel,5.0,"Es handelt sich um ein Thailändisches Restaurant und die Karte ist sehr umfangreich. Eine Reservierung ist empfehlenswert, da das Restaurant nicht viele Tische hat und sehr gut besucht ist. Wenn es sehr voll ist, ist die Wartezeit auf die bestellten Gerichte manchmal ziemlich lang, aber das Warten lohnt sich. Man sollte allerdings nicht ""extra scharf"" bestellen. Wer gerne etwas schärfer isst, kommt mit der Basisschärfe allemal aus. Extra scharf ist hier definitiv nur etwas für echte Asiaten, aber nichts für Mitteleuropäer.",2019-05-26
https://www.yelp.de/biz/tantamar-kiel,5.0,"Eines der besten asiatischen Restaurants, das ich je besucht habe. Die übersichtliche, aber trotzdem ausreichende Karte liest sich wie ein kleiner Spaziergang durch die bekanntesten Länder Asiens. Für jeden, auch den Vegetarier, findet sich hier etwas interessantes. Die Speisen können bei der Bestellung mit dem gewünschten Schärfegrad versehen werden und kommen zügig in überragender Qualität. Preis-Leistung stehen dabei in einem guten Verhältnis.Es empfiehlt sich, einen Tisch zu reservieren.",2015-10-21
https://www.yelp.de/biz/tantamar-kiel,5.0,Sehr gutes asiatisches Essen! Das Gericht mit Steak und Curry ist eine tolle Kombination! Ambiente sehr gemütlich. Man sollte immer reservieren!,2017-04-16
https://www.yelp.de/biz/tantamar-kiel,5.0,"War hier vor geraumer Zeit zum Abendessen mit meiner Freundin. Tisch für 2 reserviert und sogar einen Parkplatz bekommen ( das ist auf der Ecke fast ein Wunder). Wir platzierten uns an unserem Tisch, jedoch waren neben uns 3 äußerst.....lebendige Kinder, die über die Treppen hüpften und lärmten. Ich bat kurz um eine Umbesetzung, dies war kein Problem. Zum Essen: Wir hatten beide die Tom Yam Suppe, ich mit Hähnchen, meine Freundin mit Garnelen.Absolut wohlschmeckend, heiß und angenehm scharf.Zum Hauptgang hatte ich das berühmt-berüchtigte Dschungelcurry mit Thai Schärfe (ich dachte ich kann ziemlich scharf essen, ich sollte eines besseren belehrt werden :D )Es war tatsächlich ziemlich scharf, aber man hat noch gut alles rausgeschmeckt. Zarte Hähnchenbrust und knackiges Gemüse. Sogar den Whisky hat man rausgeschmeckt. Wirklich lecker.Ich finde Preis Leistung passen hier gut, der Service war auch sehr gut.Empfehlenswert :)",2016-12-19
https://www.yelp.de/biz/tantamar-kiel,4.0,"Schöne Atmosphäre, hier fühlt man sich wirklich wohl. Nette Bedienung und freundliche Kunden.Eine wirklich tolle Karte mit guter Auswahl. Curries mit frischen Zutaten ohne Geschmacksverstärker zubereitet - yummi.Scharf ist allerdings auch wirklich scharf. Bei dem Suppen sollten nur die hartgenossenen Chilikenner ""spicy"" wählen. Preislich, aber auch geschmacklich hochwertig.Lediglich der Reis war bei unserem Besuch ein wenig verkocht.",2017-07-13
